Message Type,Name,Message,Append Special Character,Is Hexadecimal,Is Regular Expression,Channel
Response,Mute Exp In 6 To Output4,^DsM24103\*(.+)$,n,FALSE,TRUE,example.mute.exp6.out4.status
Response,Mute Exp In 6 To Output5,^DsM24104\*(.+)$,n,FALSE,TRUE,example.mute.exp6.out5.status
Response,Mute Exp In 6 To Output6,^DsM24105\*(.+)$,n,FALSE,TRUE,example.mute.exp6.out6.status
Response,Mute Exp In 6 To Output7,^DsM24106\*(.+)$,n,FALSE,TRUE,example.mute.exp6.out7.status
Response,Mute Exp In 6 To Output8,^DsM24107\*(.+)$,n,FALSE,TRUE,example.mute.exp6.out8.status
Response,Mute Exp In 7 To Output1,^DsM24200\*(.+)$,n,FALSE,TRUE,example.mute.exp7.out1.status
Response,Mute Exp In 7 To Output2,^DsM24201\*(.+)$,n,FALSE,TRUE,example.mute.exp7.out2.status
Response,Mute Exp In 7 To Output3,^DsM24202\*(.+)$,n,FALSE,TRUE,example.mute.exp7.out3.status
Response,Mute Exp In 7 To Output4,^DsM24203\*(.+)$,n,FALSE,TRUE,example.mute.exp7.out4.status
Response,Mute Exp In 7 To Output5,^DsM24204\*(.+)$,n,FALSE,TRUE,example.mute.exp7.out5.status
Response,Mute Exp In 7 To Output6,^DsM24205\*(.+)$,n,FALSE,TRUE,example.mute.exp7.out6.status
Response,Mute Exp In 7 To Output7,^DsM24206\*(.+)$,n,FALSE,TRUE,example.mute.exp7.out7.status
Response,Mute Exp In 7 To Output8,^DsM24207\*(.+)$,n,FALSE,TRUE,example.mute.exp7.out8.status
Response,Mute Exp In 8 To Output1,^DsM24300\*(.+)$,n,FALSE,TRUE,example.mute.exp8.out1.status
Response,Mute Exp In 8 To Output2,^DsM24301\*(.+)$,n,FALSE,TRUE,example.mute.exp8.out2.status
Response,Mute Exp In 8 To Output3,^DsM24302\*(.+)$,n,FALSE,TRUE,example.mute.exp8.out3.status
Response,Mute Exp In 8 To Output4,^DsM24303\*(.+)$,n,FALSE,TRUE,example.mute.exp8.out4.status
Response,Mute Exp In 8 To Output5,^DsM24304\*(.+)$,n,FALSE,TRUE,example.mute.exp8.out5.status
Response,Mute Exp In 8 To Output6,^DsM24305\*(.+)$,n,FALSE,TRUE,example.mute.exp8.out6.status
Response,Mute Exp In 8 To Output7,^DsM24306\*(.+)$,n,FALSE,TRUE,example.mute.exp8.out7.status
,Mute Exp In 8 To Output8,^DsM24307\*(.+)$,n,FALSE,TRUE,example.mute.exp8.out8.status
